user_ID,loc_ID,rating
25594,58,5.0
37356,58,5.0
5800,58,5.0
20632,58,5.0
23942,58,5.0
18965,58,5.0
37278,58,4.0
26934,58,5.0
54684,54,5.0
10857,54,5.0
23504,54,5.0
23630,54,5.0
7338,54,4.0
51932,54,5.0
5352,54,5.0
442,54,5.0
916,54,5.0
56313,54,5.0
11952,44,5.0
22619,44,4.0
13165,44,5.0
42142,44,4.0
7705,44,5.0
53260,44,4.0
17654,44,5.0
54217,44,5.0
38385,44,4.0
13621,44,5.0
34868,56,5.0
33036,56,5.0
16813,56,5.0
43437,56,5.0
48086,56,5.0
28131,56,4.0
55918,56,4.0
31995,56,5.0
57356,56,5.0
23832,56,5.0
23684,55,5.0
30488,55,5.0
6308,55,5.0
30013,55,5.0
53921,55,5.0
14449,55,5.0
16684,55,5.0
54802,55,5.0
57153,55,5.0
26559,55,5.0
36474,43,5.0
18237,43,5.0
49059,43,5.0
49896,43,5.0
15455,43,5.0
1751,43,5.0
20200,43,5.0
23906,43,4.0
22642,43,5.0
25621,43,4.0
4362,53,5.0
42213,53,5.0
1482,53,5.0
24911,53,5.0
28572,53,5.0
15556,53,5.0
45138,53,5.0
28791,53,5.0
3381,53,5.0
34539,53,5.0
54994,57,5.0
17016,57,5.0
30005,57,5.0
19078,57,5.0
29906,57,5.0
3637,57,5.0
5675,57,5.0
31201,57,5.0
15384,57,5.0
46132,57,5.0
35210,49,5.0
4517,49,5.0
56578,49,5.0
7370,49,5.0
18850,49,5.0
28032,49,5.0
9244,49,3.0
46021,49,5.0
3400,49,5.0
25425,49,5.0
3971,50,5.0
32816,50,5.0
33744,50,5.0
3268,50,5.0
4098,50,5.0
2381,50,5.0
36011,50,5.0
34520,50,5.0
19880,50,5.0
23944,50,5.0
16724,51,5.0
44793,51,5.0
44784,51,5.0
14167,51,5.0
29952,51,5.0
13327,51,5.0
42291,51,5.0
39126,51,5.0
35523,51,5.0
30247,51,5.0
40659,48,5.0
13578,48,5.0
51488,48,1.0
12836,48,5.0
46431,48,5.0
28808,48,5.0
28429,48,5.0
6101,48,5.0
56340,48,5.0
35376,48,5.0
37432,47,4.0
13191,47,5.0
45309,47,5.0
4029,47,5.0
3013,47,5.0
6126,47,5.0
10518,47,5.0
44181,47,5.0
21386,47,5.0
39344,47,5.0
36458,45,5.0
6363,45,5.0
530,45,5.0
26617,45,5.0
24862,45,5.0
4529,45,5.0
13236,45,5.0
22598,45,5.0
51914,45,5.0
24014,45,5.0
14736,41,5.0
51603,41,5.0
43862,41,4.0
15596,41,5.0
44961,41,5.0
13835,41,5.0
24761,41,5.0
19953,41,5.0
114,41,5.0
23497,41,5.0
27991,58,5.0
42486,58,5.0
12685,58,5.0
26136,58,5.0
47179,58,5.0
9786,58,5.0
21601,58,5.0
52293,58,5.0
2045,58,5.0
21570,58,5.0
32915,54,5.0
35990,54,5.0
33712,54,5.0
54163,54,5.0
17690,54,5.0
32133,54,4.0
20541,54,5.0
5590,54,5.0
18224,54,5.0
56244,54,5.0
137,56,5.0
51725,56,5.0
8455,56,5.0
37562,56,5.0
28666,56,5.0
46905,56,5.0
18750,56,5.0
55409,56,5.0
18029,56,5.0
8388,56,4.0
49653,42,5.0
26790,42,5.0
57627,42,5.0
37154,42,5.0
4871,42,3.0
12130,42,5.0
47145,42,5.0
27013,42,5.0
57761,42,5.0
26875,42,5.0
14514,59,5.0
47599,59,5.0
34778,59,5.0
37483,59,5.0
3440,59,5.0
663,59,5.0
21981,59,5.0
33615,59,5.0
708,59,5.0
4990,59,5.0
51824,43,5.0
7131,43,5.0
10355,43,5.0
44050,43,5.0
54542,43,5.0
7075,43,5.0
34999,43,5.0
30842,43,5.0
35096,43,5.0
24135,43,1.0
34750,55,5.0
53166,57,5.0
14227,55,4.0
5899,55,5.0
26526,55,5.0
34165,55,5.0
9880,55,5.0
48957,55,5.0
28587,55,5.0
8857,55,5.0
56418,55,5.0
11519,57,5.0
43002,57,5.0
36436,57,5.0
45887,57,5.0
9168,57,5.0
49637,57,5.0
14959,57,5.0
3405,57,4.0
27919,57,5.0
33535,53,5.0
31351,49,5.0
25874,53,5.0
30367,53,5.0
25929,53,5.0
25822,53,5.0
1624,53,5.0
36703,53,5.0
32332,53,5.0
39865,53,5.0
36447,53,5.0
33153,49,5.0
4061,49,5.0
45460,49,5.0
12041,49,3.0
34050,49,5.0
34419,49,4.0
25706,49,5.0
5864,49,5.0
31161,49,4.0
23972,44,5.0
28745,44,5.0
36890,44,5.0
39637,44,5.0
32453,44,5.0
33257,44,5.0
33741,44,5.0
26476,44,5.0
32446,44,5.0
29739,44,5.0
37429,50,5.0
31839,50,5.0
28630,50,5.0
3110,50,5.0
44155,50,5.0
24286,50,5.0
5316,50,5.0
14000,50,5.0
52778,50,5.0
2944,50,5.0
37414,45,5.0
24057,45,5.0
23154,45,5.0
2784,45,5.0
21819,45,5.0
30518,45,5.0
57607,45,5.0
56072,45,3.0
3655,45,5.0
8698,45,5.0
47281,51,4.0
5690,51,5.0
28392,51,4.0
12154,51,5.0
50822,51,5.0
5503,51,5.0
26296,51,5.0
28073,51,5.0
15723,51,5.0
50944,51,5.0
47749,47,5.0
10824,47,5.0
32645,47,2.0
20947,47,5.0
12700,47,5.0
47973,47,5.0
39650,47,5.0
56230,47,5.0
39228,47,5.0
22445,47,4.0
24436,48,1.0
25367,48,5.0
25725,48,3.0
22703,48,1.0
22886,48,5.0
33737,48,5.0
8138,48,3.0
22477,48,5.0
28782,48,5.0
29597,48,5.0
27873,58,5.0
7531,58,5.0
51388,58,5.0
49493,58,5.0
14301,58,5.0
7101,58,5.0
23061,58,5.0
54297,58,5.0
32353,58,5.0
29936,58,5.0
6171,41,5.0
6208,41,5.0
19631,41,5.0
29563,41,5.0
49480,41,5.0
2131,41,5.0
25079,41,5.0
40818,41,5.0
18848,41,5.0
40849,41,5.0
40070,54,4.0
22894,54,5.0
52717,54,4.0
25634,54,5.0
19163,54,5.0
20232,54,5.0
40787,54,5.0
40206,54,5.0
40913,54,5.0
53869,54,5.0
41345,56,5.0
41319,56,5.0
41298,56,4.0
25250,56,5.0
41277,56,5.0
41254,56,5.0
41230,56,5.0
52487,56,5.0
41207,56,5.0
41187,56,5.0
41165,52,2.0
41144,52,5.0
40882,52,5.0
40013,52,5.0
54905,52,5.0
21154,52,5.0
52616,52,5.0
41102,52,5.0
41081,52,5.0
41060,52,3.0
41039,57,5.0
41018,57,5.0
40995,57,5.0
17749,57,5.0
40974,57,5.0
40953,57,5.0
40924,57,1.0
41126,57,5.0
40101,57,5.0
21021,57,5.0
52891,42,5.0
53276,42,5.0
40406,42,5.0
40387,42,5.0
20355,42,5.0
20751,42,5.0
53437,42,5.0
20456,42,5.0
20648,42,5.0
40366,42,5.0
17607,40,5.0
40342,40,5.0
23128,40,5.0
40324,40,5.0
40290,40,5.0
23219,40,5.0
40269,40,5.0
40164,40,5.0
40248,40,5.0
20557,40,5.0
55111,59,5.0
53560,59,5.0
40227,59,5.0
53681,59,5.0
23323,59,5.0
40303,59,5.0
40768,59,5.0
40455,59,5.0
40143,59,5.0
40747,59,5.0
40726,55,5.0
18961,55,5.0
40705,55,5.0
53007,55,4.0
40684,55,5.0
23005,55,5.0
23442,55,5.0
40185,55,5.0
25374,55,5.0
40653,55,5.0
40476,44,5.0
55010,44,5.0
53119,44,5.0
41366,44,5.0
40622,44,5.0
40591,44,5.0
40560,44,5.0
40539,44,5.0
40518,44,5.0
40497,44,1.0
25495,51,4.0
20870,51,4.0
40122,51,5.0
19072,51,5.0
41387,51,3.0
41665,51,5.0
21233,51,5.0
19535,51,5.0
43677,51,5.0
18507,51,5.0
43589,43,2.0
24026,43,5.0
43431,43,5.0
24796,43,5.0
45495,43,5.0
19893,43,5.0
21672,43,1.0
18052,43,5.0
22377,43,5.0
43835,43,5.0
54423,45,4.0
23885,45,5.0
43305,45,5.0
18608,45,5.0
54233,45,5.0
21506,45,5.0
54102,45,5.0
43185,45,5.0
43047,45,5.0
23764,45,5.0
42959,53,5.0
19991,50,5.0
42871,53,5.0
19434,53,5.0
45377,53,5.0
18168,53,5.0
21803,53,5.0
44627,53,5.0
57321,53,5.0
18398,53,5.0
57599,53,5.0
44767,50,1.0
44487,50,5.0
22075,50,5.0
18302,50,5.0
44367,50,5.0
24463,50,5.0
21954,50,5.0
44905,50,4.0
44249,50,5.0
19656,47,5.0
24208,47,5.0
54508,47,5.0
19777,47,5.0
45023,47,5.0
54011,47,5.0
44101,47,5.0
45151,47,5.0
45269,47,5.0
24107,47,5.0
22236,41,4.0
24588,41,5.0
43953,41,5.0
24661,41,5.0
22488,41,5.0
21395,41,5.0
18729,41,4.0
22579,41,5.0
41783,41,5.0
41763,41,5.0
41745,52,4.0
41719,52,5.0
41709,52,4.0
41683,52,5.0
52287,52,5.0
24327,52,4.0
41641,52,5.0
22763,52,5.0
19244,52,4.0
41620,52,5.0
41602,42,4.0
57427,42,5.0
41578,42,5.0
41557,42,5.0
54782,42,5.0
41536,42,5.0
41515,42,4.0
23492,42,5.0
20121,42,5.0
41497,42,5.0
41476,40,5.0
57503,40,5.0
41455,40,3.0
41434,40,5.0
52386,40,5.0
41801,40,4.0
41410,40,5.0
41819,40,5.0
41863,40,5.0
42743,40,4.0
42655,48,5.0
19343,48,5.0
25048,48,5.0
42497,48,5.0
22662,48,5.0
17923,48,5.0
42329,48,5.0
23613,48,5.0
51974,48,5.0
42179,48,5.0
54663,49,5.0
21304,49,5.0
57203,49,5.0
52095,49,5.0
25159,49,3.0
41991,49,5.0
54322,49,4.0
57730,49,5.0
41964,49,5.0
52194,49,5.0
41945,44,5.0
41935,44,5.0
17822,44,5.0
41917,44,2.0
41891,44,5.0
41873,44,5.0
41837,44,5.0
24927,44,5.0
39949,44,5.0
32488,44,5.0
28607,41,5.0
33117,41,5.0
37581,41,5.0
37603,41,5.0
32986,41,5.0
37643,41,5.0
32895,41,5.0
37550,41,5.0
37674,41,5.0
17042,41,5.0
15845,52,5.0
37708,52,5.0
28698,52,5.0
37749,52,5.0
32673,52,5.0
37800,52,5.0
32784,52,5.0
56125,52,5.0
37522,52,5.0
26646,52,5.0
26866,38,5.0
33633,38,5.0
37080,38,5.0
33572,38,5.0
33521,38,5.0
37141,38,5.0
37172,38,5.0
33470,38,5.0
15948,38,4.0
37225,38,5.0
32572,43,5.0
38295,43,5.0
29112,43,5.0
32194,43,5.0
38336,43,1.0
29203,43,5.0
32103,43,5.0
38409,43,5.0
29011,43,5.0
38450,43,5.0
17218,36,5.0
26288,36,5.0
32002,36,5.0
38504,36,4.0
31921,36,5.0
38555,36,5.0
31830,36,5.0
15552,36,5.0
38254,36,5.0
32265,36,5.0
32326,40,5.0
37983,40,5.0
38044,40,5.0
55462,40,5.0
38095,40,5.0
28789,40,5.0
38126,40,5.0
32407,40,5.0
38147,40,5.0
38171,40,5.0
28910,42,5.0
56694,42,5.0
38192,42,5.0
15734,42,5.0
38213,42,4.0
26412,42,5.0
56258,42,4.0
17145,42,5.0
37933,42,3.0
38586,42,5.0
35471,33,5.0
35370,33,5.0
34770,33,5.0
27931,33,5.0
55893,33,5.0
34898,33,5.0
34712,33,5.0
34951,33,5.0
35031,33,5.0
28052,33,5.0
34032,38,5.0
27007,38,5.0
36818,38,5.0
56944,38,5.0
36870,38,5.0
26927,38,5.0
33773,38,5.0
36924,38,4.0
55633,38,5.0
33806,38,5.0
28403,36,5.0
36521,36,5.0
16786,36,4.0
34261,36,5.0
27293,36,5.0
36054,36,5.0
34210,36,5.0
16676,36,5.0
36105,36,5.0
39977,36,5.0
27382,40,5.0
31779,40,3.0
34802,40,4.0
14881,40,3.0
31213,40,4.0
30885,40,2.0
39822,40,5.0
30242,40,4.0
15263,40,4.0
39744,40,5.0
26167,26,5.0
39428,26,5.0
31284,26,5.0
39670,26,5.0
14728,26,5.0
39397,26,5.0
39627,26,5.0
31038,26,5.0
30561,26,5.0
31091,26,5.0
39555,33,5.0
30313,33,5.0
39480,33,5.0
30508,33,5.0
39205,33,5.0
38777,33,5.0
29463,33,5.0
31496,33,5.0
30723,33,5.0
38736,33,5.0
23666,90,5.0
48203,90,5.0
2186,90,4.0
20731,90,5.0
5965,90,5.0
34229,90,4.0
44866,90,5.0
13286,90,5.0
32545,90,5.0
5970,90,5.0
35522,88,5.0
46370,88,5.0
9275,88,5.0
56234,88,5.0
12532,88,5.0
47142,88,5.0
34506,88,5.0
27493,88,5.0
4110,88,5.0
46391,88,5.0
1618,79,5.0
50046,38,4.0
13642,79,5.0
5208,79,5.0
32631,79,5.0
33964,79,5.0
28338,79,5.0
7473,38,5.0
44216,38,5.0
5274,38,5.0
23251,38,5.0
29399,38,5.0
7851,38,5.0
24965,38,5.0
25476,38,5.0
5604,38,5.0
29239,79,5.0
33474,79,5.0
37499,79,5.0
28851,79,5.0
28382,89,5.0
54631,89,5.0
